PROJECT_NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,SITE_TYPE,SITE_TYPE_DETAILED,ACRES,APN,NATIONAL_PRIORITIES_LIST,REGULATORY_AGENCIES_INVOLVED,LEAD_AGENCY,PROJECT_MANAGER,SUPERVISOR,DIVISION_BRANCH,ENVIROSTOR_ID,SITE_CODE,ASSEMBLY,SENATE,CONGRESSIONAL_DISTRICT,SPECIAL_PROGRAM,STATUS,STATUS_DATE,PAST_USES,POTENTIAL_COC,CONFIRMED_COC,POTENTIAL_MEDIA_AFFECTED,RESTRICTED_USE,SITE_MGMT_REQ,FUNDING,LATITUDE,LONGITUDE
BELMONT/HOLLYWOOD ELEMENTARY SCH. NO. 1,2401 Wilshire Boulevard,Los Angeles,CA,90057-3304,LOS ANGELES,School Cleanup,School,1.8,5141005901,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19820042,304013,54,26,34,,Certified,5/24/2002 0:00,* EDUCATIONAL SERVICES,"30001, 40001, 30004, 30006, 30007, 30008, 30013, 30108","3,000,130,013","AQUI, SOIL",NO,NONE SPECIFIED,School District,34.06037458,-118.2797403
SOUTHWEST CONSERVATION,20300 SOUTH MAIN STREET,CARSON,CA,90745,LOS ANGELES,Evaluation,Evaluation,0,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,* Greg Holmes,Cleanup Cypress,19490193,,65,35,44,EPA - PASI,Inactive - Needs Evaluation,5/9/2007 0:00,NONE SPECIFIED,"10008, 10037, 40001, 10196, 20004",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,EPA Grant,33.84648976,-118.2796625
BELMONT/HOLLYWOOD PRIMARY CENTER NO. 3,2300 West 7th Street,Los Angeles,CA,90057,LOS ANGELES,School Cleanup,School,1,5141016901,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19590002,300793,54,26,34,,Certified,4/23/2001 0:00,* RETIAL - MISC.,30343,30343-NO,SOIL,NO,NONE SPECIFIED,School District,34.05695719,-118.2795382
"LYLE VAN PATTEN COMPANY, INC",321 WEST 135TH STREET,LOS ANGELES,CA,90061,LOS ANGELES,Evaluation,Evaluation,2.5,6132009010,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Chatsworth,19281190,,65,35,43,EPA - PASI,Refer: RCRA,5/2/1989 0:00,NONE SPECIFIED,"10003, 10009, 10062, 10067, 10179, 10197, 10198, 30013, 30153",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.90972755,-118.2792398
LYLE VAN  PATTEN INC,321 West 135th Street,Los Angeles,CA,90061,LOS ANGELES,Corrective Action,Corrective Action,2.64,"6132009010, 6132009011, 6132009012, 6132009033, 6132009034, 6132009035",NO,SMBRP,WM,Viktoriya Anashkina,Jose Diaz,Cleanup Chatsworth,80001580,300088,65,35,43,,Active,1/1/2008 0:00,"PAINT MANUFACTURING, OIL FIELD","30024, 30025, 3002502, 30027, 30028, 30195, 30022, 30026, 30550, 30593, 31001","30022,30024-NO,30025-NO,3002502-NO,30026,30027,30028-NO,30195-NO,30550,30593,, ,31001-NO","OTH, SV",YES,NONE SPECIFIED,Responsible Party,33.909435,-118.279211
"Al's Plating Co., Inc.",318 W. 131st Street,Los Angeles,CA,90061,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71002246,,65,35,43,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.9132344,-118.2791235
GULF/FRIES PRIMARY SITE NO. 8,1311 I Street/931 Frigate Avenue,Wilmington,CA,90744,LOS ANGELES,School Investigation,School,3.51,NONE SPECIFIED,NO,SMBRP,SMBRP,,Mark Malinowski,Southern California Schools & Brownfields Outreach,19820090,304141,65,35,44,,Inactive - Needs Evaluation,8/22/2005 0:00,* EDUCATIONAL SERVICES,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,School District,33.7809124,-118.2789714
6421 South Broadway,6421 South Broadway,Los Angeles,CA,90003,LOS ANGELES,State Response,State Response or NPL,2.95,NONE SPECIFIED,NO,SMBRP,SMBRP,Ahmad Aboughaida,Andres Cano,Cleanup Chatsworth,60002974,308001,57,28,37,,Active,2/23/2021 0:00,NONE SPECIFIED,30022,30022,"IA, SV",NO,NONE SPECIFIED,Orphan Funds,33.98079994,-118.2786291
SANI DIP CLEANERS,9117 S BROADWAY,LOS ANGELES,CA,90003,LOS ANGELES,Evaluation,Evaluation,0.24,6040032030,NO,SMBRP,SMBRP,Edlyn Nunez,Marissa Cozette,CVCI Discovery and Enforcement,60003327,308032,57,35,43,CVCI - Discovery and Enforcement,Active,4/1/2022 0:00,DRY CLEANING,"30022, 30027, 30028, 30195, 30196","30022-NO,30027-NO,30028-NO,30195-NO,30196-NO",NONE SPECIFIED,NO,NONE SPECIFIED,CVCI 2021,33.95384184,-118.2785954
BROADWAY & MAIN,19101 - 19145 South Broadway,CARSON,CA,90745,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,2.7,"7339-016-007, 7339-016-008",NO,SMBRP,SMBRP,Anthony Rosas,Maryam Tasnif-Abbasi,Cleanup Cypress,60001991,401669,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Certified O&M - Land Use Restrictions Only,8/10/2021 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,YES,NONE SPECIFIED,Responsible Party,33.856186,-118.278405
ALCO PACIFIC INC,16914 S BROADWAY,GARDENA,CA,902480000,LOS ANGELES,Corrective Action,Corrective Action,0,NONE SPECIFIED,NO,SMBRP,MBR,,* Unknown,Cleanup Chatsworth,80001579,,65,35,43,,Refer: SMBRP,5/18/1998 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.885611,-118.278399
1035 Venice Blvd,"1035, 1039, and 1051 Venice Blvd",Los Angeles,CA,90015,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,0.92,5135-023-009; 5135-023-010; 5135-023-021,NO,SMBRP,SMBRP,Rania Zabaneh,Meghan Hearne,Cleanup Cypress,60003243,402004,54,26,34,,Active,3/8/2022 0:00,"MANUFACTURING - LEATHER, MANUFACTURING - OTHER, RETAIL - SERVICE STATION, VEHICLE MAINTENANCE, DRY CLEANING","30003, 30013, 30022, 30025, 30272, 30484, 30593","30,003,300,133,002,200,000,000,000,000,000,000","IA, OTH, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,34.04171332,-118.2783548
AUTOMATED ETCHING INC.,15311 SOUTH BROADWAY,GARDENA,CA,90248,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,* Mmonroy,Cleanup Cypress,19380054,,65,35,43,* RCRA 3012 - Past Haz Waste Disp Inven Site,Refer: Other Agency,3/8/1984 0:00,NONE SPECIFIED,30160,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.89222222,-118.2783333
MODERN HEAT TREATING COMPANY INC,15402 SOUTH BROADWAY,GARDENA,CA,90248,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19330222,,65,35,43,* Site Char & Assess Grant (CERCLA 104),Refer: Other Agency,7/25/1994 0:00,NONE SPECIFIED,"10193, 10195",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.89171715,-118.2783058
ConocoPhillips LA East Terminal 0381,13500 South Broadway,Los Angeles,CA,90061,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,9.63,"6132-042-022, 6132-042-023, 6132-042-024",NO,SMBRP,SMBRP,Safouh Sayed,Robert Senga,Cleanup Cypress,60000932,301382,65,35,43,Voluntary Agreement - Standard Voluntary Agreement,Refer: RWQCB,9/9/2011 0:00,OIL FIELD,"30003, 30024, 30025",NONE SPECIFIED,"IA, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,33.90917,-118.2783
QUALITY PLUS DRY CLEANERS,8312 S BROADWAY ST,LOS ANGELES,CA,90003,LOS ANGELES,Evaluation,Evaluation,0.13,6031035004,NO,SMBRP,SMBRP,Edlyn Nunez,Marissa Cozette,CVCI Discovery and Enforcement,60003326,308031,57,28,37,CVCI - Discovery and Enforcement,Active,4/1/2022 0:00,DRY CLEANING,"30022, 30027, 30028, 30195, 30196","30022-NO,30027-NO,30028-NO,30195-NO,30196-NO",NONE SPECIFIED,NO,NONE SPECIFIED,CVCI 2021,33.96369314,-118.2779704
James Lee Record Processing,145 W. 154th Street,Gardena,CA,90248,LOS ANGELES,Tiered Permit,Tiered Permit,0.5,"6129-007-002, 6129-007-023",NO,NONE SPECIFIED,NONE SPECIFIED,Joseph Cully,Robert Senga,Cleanup Cypress,71003728,301064,65,35,43,,Certified O&M - Land Use Restrictions Only,9/15/2010 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,YES,NONE SPECIFIED,,33.892212,-118.277847
Goodyear Airship Facility,19200 South Main Street,Carson,CA,90248,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,30,NONE SPECIFIED,NO,SMBRP,SMBRP,Nicholas Ta,Patrick Hsieh,Cleanup Cypress,60002022,401774,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Active,1/27/2016 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Responsible Party,33.85603,-118.277767
"Consolidated International Automotive, Inc.",13010 South Broadway,Los Angeles,CA,90061,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71003067,,65,35,43,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.914008,-118.277726
"ALCO PACIFIC, INC.",16914 SOUTH BROADWAY,CARSON,CA,90248,LOS ANGELES,State Response,State Response or NPL,1.6,NONE SPECIFIED,NO,SMBRP,SMBRP,Nancy Cardona,Juli Propes,Cleanup Cypress,19340753,300464,65,35,44,,Certified / Operation & Maintenance,7/2/2013 0:00,"BATTERY RECLAMATION, BATTERY RECLAMATION, RECYCLING - OTHER","10119, 10193, 10195, 30013, 30108, 30013",30013,"OTH, SOIL",NO,NONE SPECIFIED,Orphan Funds,33.8781519,-118.2776796
GATX ANNEX TERMINAL-SAN PEDRO,208 EAST 22ND STREET,SAN PEDRO,CA,90731,LOS ANGELES,State Response,State Response or NPL,5.2,NONE SPECIFIED,NO,SMBRP,SMBRP,Laura Radke,Emad Yemut,Southern California Schools & Brownfields Outreach,19420029,401665,65,35,44,,Certified / Operation & Maintenance,5/28/2002 0:00,"DISTRIBUTOR - CHEMICAL, DISTRIBUTOR - CHEMICAL","10003, 10067, 10195, 20000, 30022, 30026, 30027, 30032, 30076, 30088, 30127, 30192, 30193, 30194, 30195, 30196, 30200, 30337, 30384, 30386, 30387, 30451, 30541, 30550, 30564, 30565, 30593, 30003, 30022, 30026, 30027, 30028, 30115, 30127, 30135, 30192, 30193, 30195, 30196, 30541, 30550, 30593","10195,20000,10003,10067,30541,30564,30565,30022,30026,30027,30032,30076,30088,30127,30192,30193,30194,30195,30196,30200,30337,30384,30386,30387,30451,30550,30593,, ,30003,30541,30022,30026,30027,30028,30115,30127,30192,30193,30195,30196,30550,30135,30593","SOIL, OTH",YES," REM, DAY, HOS, LUC, FEN, MON, EX, NDAM, NSUB, SCH, COV, RES",Responsible Party,33.726803,-118.277544
COAST PLATING INC,128 WEST 154TH STREET,GARDENA,CA,90247,LOS ANGELES,Historical,* Historical,,6129007035,NO,NONE SPECIFIED,NONE SPECIFIED,,* Mmonroy,Cleanup Chatsworth,19340663,,65,35,43,* Site Char & Assess Grant (CERCLA 104),Refer: Other Agency,8/31/1995 0:00,NONE SPECIFIED,"10002, 10037, 10067, 10093, 10119, 10179, 10185, 10193, 30013, 30108",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.89172528,-118.2773324
"Coast Plating, Inc.",128 W. 154th Street,Gardena,CA,90248,LOS ANGELES,Evaluation,Evaluation,0.5,"6129-007-035, 6129-007-036, 6129-007-037",NO,NONE SPECIFIED,NONE SPECIFIED,,Rita Kamat,Cleanup Cypress,71002304,301428,65,35,43,EPA - PASI,No Action Required,9/9/2010 0:00,"METAL PLATING - CHROME, METAL PLATING - OTHER","31001, 30022, 30027","30022-NO,30027-NO,31001","AQUI, CSS, SOIL, SV, UE",NO,NONE SPECIFIED,,33.891725,-118.277332
J. L. MANTA,133 WEST 155TH STREET,GARDENA,CA,90248,LOS ANGELES,State Response,State Response or NPL,0,"6129-007-045, 6129007045",NO,NONE SPECIFIED,NONE SPECIFIED,,Sayareh Amirebrahimi,Cleanup Chatsworth,19990016,,65,35,43,,Certified,1/1/1981 0:00,"HAZARDOUS WASTE HAULER, ILLEGAL DUMPING","30328, 304091","30,409,130,328",SOIL,NO,NONE SPECIFIED,Responsible Party,33.89132683,-118.2773162
Iskenderian Racing Cams,16020 S.Broadway,Gardena,CA,90248,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,"LA CNTY FIRE DEPT. (BILLING AND UST), LOS ANGELES COUNTY",NONE SPECIFIED,,* Greg Holmes,Cleanup Cypress,60000147,,65,35,43,,Refer: 1248 Local Agency,6/19/2002 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,33.88598924,-118.2771664
Dominguez Golf Course & Adjacent Property,19800 S. Main Street,CARSON,CA,90745,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,81.1,"7336-009-006, 7336-009-008, 7336-009-009, 7336009006, 7336009008, 7336009009, 7339017003",NO,SMBRP,SMBRP,Nicholas Ta,Patrick Hsieh,Cleanup Cypress,60000597,401853,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Active,10/10/2006 0:00,"LDF, LANDFILL - DOMESTIC","30001, 30003, 30005, 30015, 30018, 30022, 30024, 30025, 3002501, 3002502, 30026, 30027, 30028, 30001, 30003, 30015, 30016, 30022, 30024, 30025, 30026, 30027, 30028, 30032, 30185, 30193, 30194, 30195, 30196, 30246","30001,30003,30005,30015,30022,30024,30025,30026,3002501,3002502,30027,30028,30018-NO,, ,30001,30003,30015,30016,30022,30024,30025,30026,30027,30028,30185,30193,30194,30195,30196,30246","OTH, SOIL, SV, OTH, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,33.848995,-118.277147
Accu-Chrome Plating Co.,115 W. 154th Street,Gardena,CA,90248,LOS ANGELES,Evaluation,Evaluation,0.1,NONE SPECIFIED,NO,SMBRP,SMBRP,Laura Radke,Andres Cano,Cleanup Chatsworth,60001497,301923,65,35,43,EPA - PASI,No Further Action,12/21/2021 0:00,UNKNOWN,", 31001","31000-NO,31001-NO",NMA,NO,NONE SPECIFIED,EPA Grant,33.8922172,-118.2769104
WEST FOURTH STREET SITE,2424 WEST 4TH STREET,LOS ANGELES,CA,90057,LOS ANGELES,Historical,* Historical,,5059025014,NO,NONE SPECIFIED,NONE SPECIFIED,,* Mmonroy,Cleanup Chatsworth,19490210,,54,26,34,,Refer: Other Agency,8/31/1995 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,34.0639767,-118.2767145
FLETCHER OIL AND REFINING CO -WILMINGTON,24721 SOUTH MAIN STREET,CARSON,CA,90745,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19290038,400062,69,35,44,,Refer: RWQCB,6/19/1989 0:00,NONE SPECIFIED,"10065, 10124, 10185, 10194, 10196, 10197, 10199, 20010, 20013, 20021, 20027",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.80153259,-118.2765949
INDUSTRIAL POLYCHEMICAL SERVICE CORP,17109 South Main Street,Gardena,CA,90248,LOS ANGELES,State Response,State Response or NPL,3.67,NONE SPECIFIED,NO,SMBRP,SMBRP,Laura Radke,Emad Yemut,Southern California Schools & Brownfields Outreach,60001937,301601,65,35,44,,Active,9/30/2013 0:00,MANUFACTURING - OTHER,"30536, 30564","3,056,430,536",OTH,NO,NONE SPECIFIED,Responsible Party,33.876241,-118.276502
LA-405 Dominguez Golf Course,Right-of-Way between Del Amo Blvd and Main Street (Caltrans FWY Stations 620 and 655),Carson,CA,90745,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,8,NONE SPECIFIED,NO,SMBRP,SMBRP,,Emad Yemut,Southern California Schools & Brownfields Outreach,60000633,401375,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Inactive - Action Required,10/13/2010 0:00,"LANDFILL - CONSTRUCTION, LANDFILL - DOMESTIC, LANDFILL - HAZARDOUS WASTE",31001,NONE SPECIFIED,"OTH, SOIL",NO,NONE SPECIFIED,Responsible Party,33.85058458,-118.276365
San Pedro Boat Works,Port of Los Angeles Berths 44-45,San Pedro,CA,90731,LOS ANGELES,State Response,State Response or NPL,3.07,NONE SPECIFIED,NO,SMBRP,SMBRP,Joseph Cully,Patrick Hsieh,Cleanup Cypress,70000023,900255,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Active,4/1/2005 0:00,SHIPYARD - SHIP BUILDING/REPAIR,"30001, 30003, 30013, 30019, 30024, 30025, 3002502, 30272, 30407, 30593, 30594, 30022, 30027",",, ,30022,30027","SOIL, AQUI, OTH, SOIL, SV",NO,NONE SPECIFIED,Responsible Party,33.7159192,-118.2763399
"16539 South Main Street, LLC",16539 S. Main Street,Carson,CA,90248,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,1.73,6126-003-003,NO,SMBRP,SMBRP,Greg Sweel,Shahir Haddad,Southern California Schools & Brownfields Outreach,60002527,401790,65,35,44,Voluntary Agreement - Standard Voluntary Agreement,Active,8/7/2017 0:00,"AEROSPACE MANUFACTURING/MAINTENANCE, TRANSPORTATION - WAREHOUSING","30022, 30027","3,002,230,027","SOIL, SV",NO,NONE SPECIFIED,Responsible Party,33.881219,-118.276242
VENUS LABORATORIES,18903 SOUTH MAIN STREET,CARSON,CA,90745,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,* Mmonroy,Cleanup Cypress,19280813,,65,35,44,* CERC2,Refer: Other Agency,6/1/1995 0:00,NONE SPECIFIED,"10009, 10097, 10098, 10185, 10193, 10194, 10195, 10196, 20012",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.8589282,-118.276216
Carson El Camino,225 West Torrance Boulevard,Carson,CA,90745,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,5.48,7336-003-029,NO,SMBRP,SMBRP,Clayton Larkins,Patrick Hsieh,Cleanup Cypress,60003021,401929,69,35,44,Voluntary Agreement - Standard Voluntary Agreement,Active,7/8/2020 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Responsible Party,33.8221,-118.2761
Rise Kohyang Middle School,1700 West Olympic Boulevard,Los Angeles,CA,90015,LOS ANGELES,School Investigation,School,1,5137-017-014,NO,SMBRP,SMBRP,Lina Hijazi,Shahir Haddad,Southern California Schools & Brownfields Outreach,60003083,404977,54,26,34,,Active,12/21/2020 0:00,"RETAIL, RESIDENTIAL AREA","30013, 30207","30013,30207-NO",SOIL,NO,NONE SPECIFIED,School District,34.0496016,-118.2760046
CENTRAL LOS ANGELES MIDDLE SCHOOL NO. 4,Broadway/Grand Ave/35th & 37th Street,Los Angeles,CA,90007,LOS ANGELES,School Cleanup,School,8,"5122-029-003, 5122-029-004, 5122-029-011, 5122-033-001, 5122-033-009, 5122-033-015, 5122-033-017, 5122-034-011, 5122-034-012, 5122-034-013, 5122-034-014, 5122-034-015, 5122-034-016, 5122-034-017, 5122-034-018",NO,SMBRP,SMBRP,,Shahir Haddad,Southern California Schools & Brownfields Outreach,19390058,304312,57,28,37,,Certified,7/27/2006 0:00,"MANUFACTURING - OTHER, NONE",", 30013, 30001, 30013","3,000,130,013","SOIL, SOIL",NO,NONE SPECIFIED,School District,34.01783267,-118.27594
MACDERMID INC,5439 SAN FERNANDO RD WEST,LOS ANGELES,CA,900390000,LOS ANGELES,Corrective Action,Corrective Action,0.91,5593005038,NO,SMBRP,SMBRP,,Andres Cano,Cleanup Chatsworth,80001650,,52,26,30,,Certified O&M - Land Use Restrictions Only,1/28/2022 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,YES,NONE SPECIFIED,,34.152017,-118.275937
DE-BEST MANUFACTURING CO INC,16122 MAIN STREET,CARSON,CA,90745,LOS ANGELES,Historical,* Historical,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,Referred - Not Assigned,Cleanup Cypress,19280314,,65,35,44,* Site Char & Assess Grant (CERCLA 104),Refer: Other Agency,6/1/1995 0:00,NONE SPECIFIED,"10003, 10060, 10067, 10195, 10196",NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.8852388,-118.2758956
CENTRAL LOS ANGELES HIGH SCHOOL NO. 9,450 South Grand View Street,Los Angeles,CA,90057,LOS ANGELES,School Investigation,School,12,5154032016,NO,SMBRP,SMBRP,,Javier Hinojosa,Southern California Schools & Brownfields Outreach,19730194,304184,54,26,34,,No Further Action,11/19/2004 0:00,* BUSINESS SERVICES,", 30577, 30005, 30407, 30001, 30191, 30154, 30587, 30272, 30018, 30594, 30013, 30593, 30003, 30156, 30578, 30137, 30550",NONE SPECIFIED,SOIL,NO,NONE SPECIFIED,School District,34.0612994,-118.2758367
TC Rich LLC/Former Pacifica Chemical Inc.,132 West 132nd Street,Los Angeles,CA,90061,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,1.6,NONE SPECIFIED,NO,SMBRP,SMBRP,Viktoriya Anashkina,Jose Diaz,Cleanup Chatsworth,60002198,301729,65,35,43,Voluntary Agreement - Standard Voluntary Agreement,Active,6/25/2015 0:00,"MANUFACTURING - CHEMICALS, UNDERGROUND STORAGE TANKS, MANUFACTURING - CHEMICALS","30022, 30027","3,002,230,027","OTH, SOIL, SV, UE, OTH, SOIL, SV, UE",NO,NONE SPECIFIED,Responsible Party,33.91175961,-118.2757511
Sunland Chemical,5447 West San Fernando Road,Los Angeles,CA,90039,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,1.37,"5593005037, 5593005038, 5593005042",NO,SMBRP,SMBRP,Manjul Bose,Andres Cano,Cleanup Chatsworth,60002197,301709,52,26,30,Voluntary Agreement - Standard Voluntary Agreement,Certified O&M - Land Use Restrictions Only,1/28/2022 0:00,"TRANSFER STATION, LABORATORIES- CHEMICAL, MANUFACTURING - CHEMICALS, RESEARCH - CHEMICAL","31001, 30022, 30027","300,223,002,731,001","OTH, SOIL, SV, UE",YES,NONE SPECIFIED,Responsible Party,34.15210185,-118.2755718
Prime Wheel Corp. - Gardena,17705 S. Main Street,Gardena,CA,90248,LOS ANGELES,Tiered Permit,Tiered Permit,,NONE SPECIFIED,NO,NONE SPECIFIED,NONE SPECIFIED,,,Cleanup Chatsworth,71003444,,65,35,44,,Refer: Other Agency,,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,,33.870234,-118.2755579
TERMINIX,2828 LONDON STREET,LOS ANGELES,CA,90026,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,0.5,"5402008025, 5404-008-25",NO,SMBRP,SMBRP,Manjul Bose,Andres Cano,Cleanup Chatsworth,19070003,301061,52,26,30,Voluntary Agreement - Standard Voluntary Agreement,Certified,7/15/2020 0:00,PESTICIDE/INSECTIDE/RODENTICIDE STORAGE,10077,10077,SOIL,NO,NONE SPECIFIED,Responsible Party,34.07633538,-118.2755108
Pico Union,1554 West 11th Place,Los Angeles,CA,90015,LOS ANGELES,Voluntary Cleanup,Voluntary Agreement,0.3,NONE SPECIFIED,NO,SMBRP,SMBRP,Nancy Cardona,Jose Diaz,Cleanup Chatsworth,60002906,301884,54,26,34,Voluntary Agreement - Standard Voluntary Agreement,Certified,10/27/2022 0:00,"DRY CLEANING, RETAIL - SERVICE STATION, VEHICLE MAINTENANCE","30001, 30013","3,000,130,013",SOIL,NO,NONE SPECIFIED,Responsible Party,34.04671371,-118.2754911
Rikuo Corporation,23828 Main St.,Carson,CA,90745,LOS ANGELES,Evaluation,Evaluation,,NONE SPECIFIED,NO,"LA CNTY FIRE DEPT. (BILLING AND UST), LOS ANGELES COUNTY",NONE SPECIFIED,,* Greg Holmes,Cleanup Cypress,60000161,,69,35,44,,Refer: 1248 Local Agency,5/29/2002 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,Not Applicable,33.80846115,-118.2751232
LA DIST MAINT YARD,,Los Angeles,CA,,LOS ANGELES,Military Evaluation,FUDS,0,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000287,,52,26,30,,Inactive - Needs Evaluation,7/1/2005 0:00,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NONE SPECIFIED,NO,NONE SPECIFIED,DERA,34.14638889,-118.275
BRAZIL STREET DEPOT,,Glendale,CA,90039,LOS ANGELES,Military Evaluation,FUDS,17,NONE SPECIFIED,NO,SMBRP,SMBRP,,Douglas Bautista,Cleanup Cypress,80000715,,52,26,30,,No Further Action,5/29/2015 0:00,"FIRE TRAINING AREAS, FIRING RANGE - ARTILLERY",32000,32000,SOIL,NO,NONE SPECIFIED,DERA,34.14666667,-118.275
SAFETY-KLEEN Gardena,139 E 157TH ST,GARDENA,CA,902480000,LOS ANGELES,Corrective Action,Corrective Action,0.25,NONE SPECIFIED,NO,SMBRP,WM,Angela Turner,Emad Yemut,Southern California Schools & Brownfields Outreach,80001783,530004,65,35,43,,Active,1/1/2008 0:00,"DISTRIBUTOR - CHEMICAL, TRANSFER STATION, HAZARDOUS WASTE HAULER, HAZARDOUS WASTE STORAGE - TANKS/CONTAINERS","3002503, 30022, 30027, 30028, 30187, 30195","30,022,300,250,330,000,000,000,000,000,000",SOIL,NO,NONE SPECIFIED,Responsible Party,33.889591,-118.274931
